[2023-03-17:21:15:05] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:18:04:51] | INFO | query: [ROLLBACK]
[2023-03-21:18:04:51] | INFO | query execution done
[2023-03-21:18:04:51] | INFO | query: [ROLLBACK]
[2023-03-21:18:04:51] | INFO | query execution done
[2023-03-21:18:04:51] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:18:04:51] | INFO | query execution done
[2023-03-21:18:04:51] | INFO | query: [ROLLBACK]
[2023-03-21:18:04:51] | INFO | query execution done
[2023-03-21:18:11:04] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:18:11:04] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-21:18:11:04] | INFO | Setting use_openssl_only mode to False
[2023-03-21:18:11:04] | INFO | query: [select current_database(), current_schema();]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:05] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-21:18:11:05] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct PRODUCT_STYLE_SOURCE_ID...]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [select distinct PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommended_AWS...]
[2023-03-21:18:11:07] | INFO | query execution done
[2023-03-21:18:11:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:11:08] | INFO | query execution done
[2023-03-21:18:25:06] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:06] | INFO | query execution done
[2023-03-21:18:25:06] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-21:18:25:06] | INFO | query execution done
[2023-03-21:18:25:06] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:07] | INFO | query execution done
[2023-03-21:18:25:07] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:07] | INFO | query execution done
[2023-03-21:18:25:07] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-21:18:25:08] | INFO | query execution done
[2023-03-21:18:25:10] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:10] | INFO | query execution done
[2023-03-21:18:25:25] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:25] | INFO | query execution done
[2023-03-21:18:25:25] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:18:25:25] | INFO | query execution done
[2023-03-21:18:25:25] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:25] | INFO | query execution done
[2023-03-21:18:25:25] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:25] | INFO | query execution done
[2023-03-21:18:25:25] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:18:25:25] | INFO | query execution done
[2023-03-21:18:25:26] | INFO | query: [ROLLBACK]
[2023-03-21:18:25:26] | INFO | query execution done
[2023-03-21:18:48:51] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:18:48:51] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-21:18:48:51] | INFO | Setting use_openssl_only mode to False
[2023-03-21:18:48:52] | INFO | query: [select current_database(), current_schema();]
[2023-03-21:18:48:52] | INFO | query execution done
[2023-03-21:18:48:52] | INFO | query: [ROLLBACK]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:53] | INFO | query: [ROLLBACK]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:53] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:53] | INFO | query: [ROLLBACK]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:53] | INFO | query: [ROLLBACK]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:53] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-21:18:48:53] | INFO | query execution done
[2023-03-21:18:48:55] | INFO | query: [ROLLBACK]
[2023-03-21:18:48:55] | INFO | query execution done
[2023-03-21:18:49:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:49:20] | INFO | query execution done
[2023-03-21:18:49:20] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:18:49:20] | INFO | query execution done
[2023-03-21:18:49:20] | INFO | query: [ROLLBACK]
[2023-03-21:18:49:20] | INFO | query execution done
[2023-03-21:18:49:20] | INFO | query: [ROLLBACK]
[2023-03-21:18:49:20] | INFO | query execution done
[2023-03-21:18:49:20] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:18:49:20] | INFO | query execution done
[2023-03-21:18:49:22] | INFO | query: [ROLLBACK]
[2023-03-21:18:49:22] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:16] | INFO | query execution done
[2023-03-21:18:51:31] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:31] | INFO | query execution done
[2023-03-21:18:51:31] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-21:18:51:31] | INFO | query execution done
[2023-03-21:18:51:31] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:32] | INFO | query execution done
[2023-03-21:18:51:32] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:32] | INFO | query execution done
[2023-03-21:18:51:32] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-21:18:51:32] | INFO | query execution done
[2023-03-21:18:51:32] | INFO | query: [ROLLBACK]
[2023-03-21:18:51:32] | INFO | query execution done
[2023-03-21:18:52:09] | INFO | query: [ROLLBACK]
[2023-03-21:18:52:09] | INFO | query execution done
[2023-03-21:18:52:09] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-21:18:52:09] | INFO | query execution done
[2023-03-21:18:52:09] | INFO | query: [ROLLBACK]
[2023-03-21:18:52:09] | INFO | query execution done
[2023-03-21:18:52:09] | INFO | query: [ROLLBACK]
[2023-03-21:18:52:09] | INFO | query execution done
[2023-03-21:18:52:09] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-21:18:52:09] | INFO | query execution done
[2023-03-21:18:52:10] | INFO | query: [ROLLBACK]
[2023-03-21:18:52:10] | INFO | query execution done
[2023-03-21:18:55:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:55:19] | INFO | query execution done
[2023-03-21:18:55:19] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct a"."STYLE_ID as NY_Styl...]
[2023-03-21:18:55:19] | INFO | query execution done
[2023-03-21:18:55:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:55:19] | INFO | query execution done
[2023-03-21:18:55:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:55:20] | INFO | query execution done
[2023-03-21:18:55:20] | INFO | query: [select distinct a.STYLE_ID as NY_Style_ID, a.STYLE_ID as NY_Kmart_Style_Nbr, a.P...]
[2023-03-21:18:55:22] | INFO | query execution done
[2023-03-21:18:55:25] | INFO | query: [ROLLBACK]
[2023-03-21:18:55:25] | INFO | query execution done
[2023-03-21:18:56:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:16] | INFO | query execution done
[2023-03-21:18:56:16] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:18:56:16] | INFO | query execution done
[2023-03-21:18:56:16] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:17] | INFO | query execution done
[2023-03-21:18:56:17] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:17] | INFO | query execution done
[2023-03-21:18:56:17] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:18:56:17] | INFO | query execution done
[2023-03-21:18:56:18] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:18] | INFO | query execution done
[2023-03-21:18:56:18] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:18] | INFO | query execution done
[2023-03-21:18:56:18] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:18:56:18] | INFO | query execution done
[2023-03-21:18:56:18] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:19] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:19] | INFO | query execution done
[2023-03-21:18:56:21] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:21] | INFO | query execution done
[2023-03-21:18:56:21] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-21:18:56:21] | INFO | query execution done
[2023-03-21:18:56:21] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:21] | INFO | query execution done
[2023-03-21:18:56:21] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:21] | INFO | query execution done
[2023-03-21:18:56:21] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-21:18:56:21] | INFO | query execution done
[2023-03-21:18:56:22] | INFO | query: [ROLLBACK]
[2023-03-21:18:56:22] | INFO | query execution done
[2023-03-21:19:00:57] | INFO | query: [ROLLBACK]
[2023-03-21:19:00:58] | INFO | query execution done
[2023-03-21:19:00:58] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-21:19:00:58] | INFO | query execution done
[2023-03-21:19:00:58] | INFO | query: [ROLLBACK]
[2023-03-21:19:00:58] | INFO | query execution done
[2023-03-21:19:00:58] | INFO | query: [ROLLBACK]
[2023-03-21:19:00:58] | INFO | query execution done
[2023-03-21:19:00:58] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-21:19:00:58] | INFO | query execution done
[2023-03-21:19:00:59] | INFO | query: [ROLLBACK]
[2023-03-21:19:00:59] | INFO | query execution done
[2023-03-21:20:56:38] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:20:56:38] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-21:20:56:38] | INFO | Setting use_openssl_only mode to False
[2023-03-21:20:56:39] | INFO | query: [select current_database(), current_schema();]
[2023-03-21:20:56:39] | INFO | query execution done
[2023-03-21:20:56:39] | INFO | query: [ROLLBACK]
[2023-03-21:20:56:39] | INFO | query execution done
[2023-03-21:20:56:39] | INFO | query: [ROLLBACK]
[2023-03-21:20:56:39] | INFO | query execution done
[2023-03-21:20:56:39] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "(with date_fpw as ( select distinct DAY...]
[2023-03-21:20:56:39] | INFO | query execution done
[2023-03-21:20:56:39] | INFO | query: [ROLLBACK]
[2023-03-21:20:56:39] | INFO | query execution done
[2023-03-21:20:56:39] | INFO | query: [ROLLBACK]
[2023-03-21:20:56:40] | INFO | query execution done
[2023-03-21:20:56:40] | INFO | query: [(with date_fpw as ( select distinct DAY_DATE, concat('F',substr(ACCOUNTING_YEAR_...]
[2023-03-21:20:56:42] | INFO | query execution done
[2023-03-21:20:56:43] | INFO | query: [ROLLBACK]
[2023-03-21:20:56:43] | INFO | query execution done
[2023-03-21:20:57:06] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:06] | INFO | query execution done
[2023-03-21:20:57:06] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:20:57:06] | INFO | query execution done
[2023-03-21:20:57:06] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:06] | INFO | query execution done
[2023-03-21:20:57:06] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:06] | INFO | query execution done
[2023-03-21:20:57:06] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:20:57:07] | INFO | query execution done
[2023-03-21:20:57:08] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:08] | INFO | query execution done
[2023-03-21:20:57:45] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:46] | INFO | query execution done
[2023-03-21:20:57:46] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "(with date_fpw as ( select distinct DAY...]
[2023-03-21:20:57:46] | INFO | query execution done
[2023-03-21:20:57:46] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:46] | INFO | query execution done
[2023-03-21:20:57:46] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:46] | INFO | query execution done
[2023-03-21:20:57:46] | INFO | query: [(with date_fpw as ( select distinct DAY_DATE, concat('F',substr(ACCOUNTING_YEAR_...]
[2023-03-21:20:57:47] | INFO | query execution done
[2023-03-21:20:57:50] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:50] | INFO | query execution done
[2023-03-21:20:57:50] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:50] | INFO | query execution done
[2023-03-21:20:57:50] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:20:57:50] | INFO | query execution done
[2023-03-21:20:57:50] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:51] | INFO | query execution done
[2023-03-21:20:57:51] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:51] | INFO | query execution done
[2023-03-21:20:57:51] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:20:57:51] | INFO | query execution done
[2023-03-21:20:57:51] | INFO | query: [ROLLBACK]
[2023-03-21:20:57:51] | INFO | query execution done
[2023-03-21:20:58:34] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:34] | INFO | query execution done
[2023-03-21:20:58:34] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:20:58:34] | INFO | query execution done
[2023-03-21:20:58:34] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:58:35] | INFO | query: [ROLLBACK]
[2023-03-21:20:58:35] | INFO | query execution done
[2023-03-21:20:59:30] | INFO | query: [ROLLBACK]
[2023-03-21:20:59:30] | INFO | query execution done
[2023-03-21:20:59:30] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-21:20:59:30] | INFO | query execution done
[2023-03-21:20:59:30] | INFO | query: [ROLLBACK]
[2023-03-21:20:59:30] | INFO | query execution done
[2023-03-21:20:59:30] | INFO | query: [ROLLBACK]
[2023-03-21:20:59:30] | INFO | query execution done
[2023-03-21:20:59:30] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-21:20:59:30] | INFO | query execution done
[2023-03-21:20:59:31] | INFO | query: [ROLLBACK]
[2023-03-21:20:59:31] | INFO | query execution done
[2023-03-21:21:39:00] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:21:39:00] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-21:21:39:00] | INFO | Setting use_openssl_only mode to False
[2023-03-21:21:39:01] | INFO | query: [select current_database(), current_schema();]
[2023-03-21:21:39:01] | INFO | query execution done
[2023-03-21:21:39:01] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:01] | INFO | query execution done
[2023-03-21:21:39:01] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:01] | INFO | query execution done
[2023-03-21:21:39:01] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "(with date_fpw as ( select distinct DAY...]
[2023-03-21:21:39:01] | INFO | query execution done
[2023-03-21:21:39:01] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:02] | INFO | query execution done
[2023-03-21:21:39:02] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:02] | INFO | query execution done
[2023-03-21:21:39:02] | INFO | query: [(with date_fpw as ( select distinct DAY_DATE, concat('F',substr(ACCOUNTING_YEAR_...]
[2023-03-21:21:39:02] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:04] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:04] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [select concat(SUBSTR(ACCOUNTING_QUARTER_ID, 1, 4),'-Q',SUBSTR(ACCOUNTING_QUARTER...]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select * from ksfpa".ddrpf.dept_core_tr...]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [select * from ksfpa.ddrpf.dept_core_trend]
[2023-03-21:21:39:05] | INFO | query execution done
[2023-03-21:21:39:05] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:06] | INFO | query execution done
[2023-03-21:21:39:55] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:55] | INFO | query execution done
[2023-03-21:21:39:55] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ " select distinct concat('F',substr(ACCO...]
[2023-03-21:21:39:55] | INFO | query execution done
[2023-03-21:21:39:55] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:55] | INFO | query execution done
[2023-03-21:21:39:55] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:55] | INFO | query execution done
[2023-03-21:21:39:55] | INFO | query: [select distinct concat('F',substr(ACCOUNTING_YEAR_ID,3,2),'P',to_number(substr(A...]
[2023-03-21:21:39:55] | INFO | query execution done
[2023-03-21:21:39:56] | INFO | query: [ROLLBACK]
[2023-03-21:21:39:57] | INFO | query execution done
[2023-03-21:23:55:19] | INFO | Snowflake Connector for Python Version: 2.7.11, Python Version: 3.10.5, Platform: Windows-10-10.0.19045-SP0
[2023-03-21:23:55:19] | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2023-03-21:23:55:19] | INFO | Setting use_openssl_only mode to False
[2023-03-21:23:55:21] | INFO | query: [select current_database(), current_schema();]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "(with date_fpw as ( select distinct DAY...]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:21] | INFO | query execution done
[2023-03-21:23:55:21] | INFO | query: [(with date_fpw as ( select distinct DAY_DATE, concat('F',substr(ACCOUNTING_YEAR_...]
[2023-03-21:23:55:22] | INFO | query execution done
[2023-03-21:23:55:25] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:25] | INFO | query execution done
[2023-03-21:23:55:25] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:25] | INFO | query execution done
[2023-03-21:23:55:25] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select distinct TPR_ID,PRODUCT_STYLE_SO...]
[2023-03-21:23:55:26] | INFO | query execution done
[2023-03-21:23:55:26] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:26] | INFO | query execution done
[2023-03-21:23:55:26] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:26] | INFO | query execution done
[2023-03-21:23:55:26] | INFO | query: [select distinct TPR_ID,PRODUCT_STYLE_SOURCE_ID,COLOUR,COLOUR_SEC,AWS as Recommen...]
[2023-03-21:23:55:26] | INFO | query execution done
[2023-03-21:23:55:27] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:27] | INFO | query execution done
[2023-03-21:23:55:27] | INFO | query: [ROLLBACK]
[2023-03-21:23:55:27] | INFO | query execution done
[2023-03-21:23:55:27] | INFO | query: [DESC TABLE /* sqlalchemy:_has_object */ "select concat(SUBSTR(ACCOUNTING_QUARTER...]
